t,beam_x,length,width,depth,trail,lead
0.0034000000000000002,10.0,1.8000000000000007,0.2,0.060000000000000005,1.75,0.05000000000000071
0.0034500000000000004,10.0,1.5999999999999996,0.2,0.060000000000000005,1.5999999999999996,0.0
0.0035,10.0,1.4499999999999993,0.2,0.060000000000000005,1.4499999999999993,0.0
0.00355,10.0,1.3000000000000007,0.2,0.060000000000000005,1.3000000000000007,0.0
0.0036000000000000003,10.0,1.1000000000000014,0.1,0.060000000000000005,1.1500000000000004,-0.049999999999998934
0.00365,10.0,0.9500000000000011,0.1,0.055,1.0,-0.049999999999998934
0.0037,10.0,0.75,0.1,0.05,0.8499999999999996,-0.09999999999999964
0.0037500000000000003,10.0,0.6000000000000014,0.1,0.045000000000000005,0.7000000000000011,-0.09999999999999964
0.0038,10.0,0.40000000000000036,0.1,0.034999999999999996,0.5500000000000007,-0.15000000000000036
0.00385,10.0,0.25,0.0,0.025,0.40000000000000036,-0.15000000000000036
0.0039000000000000003,10.0,0.0,0.0,0.0,0.0,0.0
0.00395,10.0,0.0,0.0,0.0,0.0,0.0
