t,volume,length,width,depth,local_width,local_depth
0.1635,0.0117865,1.3499999999999999,0.37000000000000033,0.062,0.37000000000000033,0.062
0.16355,0.011052,1.2,0.36000000000000054,0.062,0.36000000000000054,0.062
0.1636,0.010418499999999999,1.1000000000000003,0.36000000000000054,0.067,0.36000000000000054,0.067
0.16365000000000002,0.010005,1.05,0.34999999999999987,0.06999999999999998,0.34999999999999987,0.06999999999999999
0.1637,0.0099475,0.9000000000000001,0.34999999999999987,0.073,0.34999999999999987,0.073
0.16375,0.0104345,0.9000000000000001,0.34999999999999987,0.074,0.34999999999999987,0.074
0.1638,0.011004499999999999,0.95,0.34999999999999987,0.074,0.34999999999999987,0.074
0.16385,0.0114545,0.9999999999999998,0.3399999999999992,0.073,0.3399999999999992,0.073
0.16390000000000002,0.011743499999999999,1.0999999999999999,0.3399999999999992,0.07100000000000001,0.3399999999999992,0.07100000000000001
0.16395,0.011859999999999999,1.1500000000000001,0.3300000000000003,0.06899999999999999,0.3300000000000003,0.06899999999999999
0.164,0.011753,1.2500000000000002,0.3300000000000003,0.066,0.3300000000000003,0.066
0.16405,0.011642,1.3499999999999999,0.3300000000000003,0.062,0.3300000000000003,0.062
0.1641,0.011477,1.4000000000000006,0.3399999999999992,0.057,0.3399999999999992,0.055
0.16415000000000002,0.0111855,1.5000000000000002,0.3299999999999994,0.052,0.3299999999999994,0.052
0.1642,0.0107035,1.5999999999999999,0.3299999999999994,0.058,0.3299999999999994,0.058
0.16425,0.0100935,1.6500000000000001,0.3299999999999994,0.062,0.3299999999999994,0.062
0.1643,0.0094015,1.7,0.3299999999999994,0.06499999999999999,0.3299999999999994,0.06499999999999999
0.16435,0.009304,1.0999999999999994,0.3299999999999994,0.066,0.3299999999999994,0.066
0.16440000000000002,0.0099915,1.05,0.3199999999999996,0.067,0.3199999999999996,0.067
0.16445,0.010683999999999999,1.1000000000000008,0.3199999999999996,0.066,0.3199999999999996,0.066
0.1645,0.011269999999999999,1.1500000000000001,0.3199999999999996,0.06499999999999999,0.3199999999999996,0.06499999999999999
0.16455,0.0117155,1.2,0.3199999999999996,0.064,0.3199999999999996,0.064
0.1646,0.012135,1.3000000000000005,0.3199999999999996,0.063,0.3199999999999996,0.063
0.16465000000000002,0.0124855,1.3499999999999999,0.3300000000000003,0.062,0.3300000000000003,0.062
0.1647,0.012707,1.5000000000000002,0.3300000000000003,0.061,0.3300000000000003,0.061
0.16475,0.0128445,1.55,0.3300000000000003,0.061,0.3300000000000003,0.061
0.1648,0.0128165,1.5999999999999999,0.3199999999999996,0.062,0.3199999999999996,0.062
0.16485,0.012709499999999999,1.5999999999999999,0.3199999999999996,0.063,0.3199999999999996,0.063
0.16490000000000002,0.012574,1.5999999999999999,0.3300000000000003,0.064,0.3300000000000003,0.064
0.16495,0.012487499999999999,1.5999999999999999,0.3199999999999996,0.064,0.3199999999999996,0.064
0.165,0.0124835,1.55,0.3199999999999996,0.063,0.3199999999999996,0.063
0.16505,0.012511,1.5000000000000002,0.30999999999999983,0.063,0.30999999999999983,0.063
0.1651,0.012676,1.55,0.3300000000000003,0.062,0.3300000000000003,0.062
0.16515000000000002,0.012955,1.550000000000001,0.3300000000000003,0.062,0.3300000000000003,0.062
0.1652,0.0131615,1.55,0.3300000000000003,0.062,0.3300000000000003,0.062
0.16525,0.0132865,1.6499999999999997,0.3300000000000003,0.061,0.3300000000000003,0.061
0.1653,0.013356999999999999,1.6499999999999997,0.3300000000000003,0.063,0.3300000000000003,0.063
0.16535,0.013372,1.6500000000000006,0.3300000000000003,0.064,0.3300000000000003,0.064
0.16540000000000002,0.013366999999999999,1.6499999999999997,0.3300000000000003,0.064,0.3300000000000003,0.064
0.16545,0.013368999999999999,1.6500000000000006,0.3300000000000003,0.064,0.3300000000000003,0.064
0.1655,0.0133715,1.6000000000000008,0.3200000000000005,0.063,0.3200000000000005,0.063
0.16555,0.013328999999999999,1.5999999999999999,0.3200000000000005,0.062,1.3024356751508719,0.062
0.1656,0.013014999999999999,1.5000000000000002,0.37000000000000033,0.062,0.37000000000000033,0.062
0.16565000000000002,0.0122125,1.3499999999999999,0.35999999999999965,0.061,0.35999999999999965,0.061
0.16570000000000001,0.011345,1.2499999999999993,0.35999999999999965,0.064,0.35999999999999965,0.064
0.16575,0.0105875,1.1999999999999995,0.34999999999999987,0.068,0.34999999999999987,0.068
0.1658,0.0101335,1.05,0.34999999999999987,0.07100000000000001,0.34999999999999987,0.07100000000000001
0.16585,0.010152999999999999,0.9500000000000004,0.3400000000000001,0.073,0.3400000000000001,0.073
0.16590000000000002,0.010588,0.9500000000000004,0.3400000000000001,0.073,0.3400000000000001,0.073
0.16595000000000001,0.0110765,1.0000000000000002,0.3300000000000003,0.07200000000000001,0.3300000000000003,0.07200000000000001
0.166,0.011382,1.05,0.3300000000000003,0.07100000000000001,0.3300000000000003,0.07100000000000001
0.16605,0.011601499999999999,1.0999999999999999,0.3199999999999996,0.06899999999999999,0.3199999999999996,0.06899999999999999
0.1661,0.011582,1.2000000000000004,0.3199999999999996,0.066,0.3199999999999996,0.066
0.16615000000000002,0.0114755,1.3,0.3299999999999994,0.062,0.3299999999999994,0.062
0.16620000000000001,0.011495499999999999,1.3499999999999999,0.3400000000000001,0.058,0.3400000000000001,0.056
0.16625,0.011286,1.4500000000000004,0.3400000000000001,0.052,0.3400000000000001,0.052
0.1663,0.0109045,1.550000000000001,0.3299999999999994,0.058,0.3299999999999994,0.058
0.16635,0.010443,1.6000000000000008,0.3299999999999994,0.062,0.3299999999999994,0.062
0.16640000000000002,0.0098385,1.6499999999999997,0.3299999999999994,0.06499999999999999,0.3299999999999994,0.06499999999999999
0.16645000000000001,0.009634,1.2500000000000002,0.3299999999999994,0.066,0.3299999999999994,0.066
0.1665,0.010185999999999999,1.0999999999999999,0.3200000000000005,0.066,0.3200000000000005,0.066
0.16655,0.010851999999999999,1.1499999999999997,0.3200000000000005,0.066,0.3200000000000005,0.066
0.1666,0.011436,1.2000000000000004,0.3200000000000005,0.06499999999999999,0.3200000000000005,0.06499999999999999
0.16665000000000002,0.011896499999999999,1.250000000000001,0.3200000000000005,0.064,0.3200000000000005,0.064
0.16670000000000001,0.01239,1.3,0.3200000000000005,0.063,0.3200000000000005,0.063
0.16675,0.012758499999999999,1.3999999999999997,0.3200000000000005,0.062,0.3200000000000005,0.062
0.1668,0.013006,1.5000000000000002,0.3200000000000005,0.062,0.3200000000000005,0.062
0.16685,0.013113999999999999,1.55,0.3200000000000005,0.061,0.3200000000000005,0.061
0.16690000000000002,0.0130865,1.5999999999999999,0.3200000000000005,0.063,0.3200000000000005,0.063
0.16695000000000002,0.0129845,1.6499999999999997,0.3200000000000005,0.064,0.3200000000000005,0.064
0.167,0.012896,1.6499999999999997,0.3200000000000005,0.064,0.3200000000000005,0.064
0.16705,0.012849,1.5999999999999999,0.3200000000000005,0.063,0.3200000000000005,0.063
0.1671,0.0128115,1.5500000000000005,0.3200000000000005,0.063,0.3200000000000005,0.063
0.16715000000000002,0.0128735,1.55,0.3300000000000003,0.063,0.3300000000000003,0.063
0.16720000000000002,0.013104999999999999,1.5500000000000005,0.3300000000000003,0.062,0.3300000000000003,0.062
0.16725,0.013273499999999999,1.5999999999999999,0.3300000000000003,0.062,0.3300000000000003,0.062
0.1673,0.013405499999999999,1.6500000000000001,0.3300000000000003,0.061,0.3300000000000003,0.061
0.16735,0.013472,1.6499999999999997,0.3300000000000003,0.062,0.3300000000000003,0.062
0.16740000000000002,0.013483499999999999,1.7,0.3300000000000003,0.063,0.3300000000000003,0.063
0.16745000000000002,0.013455,1.6499999999999992,0.3300000000000003,0.063,0.3300000000000003,0.063
0.1675,0.0134275,1.6500000000000001,0.3300000000000003,0.063,0.3300000000000003,0.063
0.16755,0.013396499999999999,1.6500000000000006,0.3199999999999996,0.063,0.3199999999999996,0.063
0.1676,0.013254499999999999,1.5999999999999999,0.3300000000000003,0.062,1.350736948638962,0.062
0.16765000000000002,0.012765499999999999,1.4500000000000004,0.36000000000000054,0.062,0.36000000000000054,0.062
0.16770000000000002,0.0118605,1.3499999999999999,0.35999999999999965,0.061,0.35999999999999965,0.061
0.16775,0.011,1.2500000000000002,0.35999999999999965,0.066,0.35999999999999965,0.066
0.1678,0.0103135,1.1000000000000003,0.35000000000000075,0.06899999999999999,0.35000000000000075,0.06899999999999999
0.16785,0.0099965,1.0000000000000002,0.35000000000000075,0.07200000000000001,0.35000000000000075,0.07200000000000001
0.16790000000000002,0.010117,0.9500000000000004,0.3400000000000001,0.073,0.3400000000000001,0.073
0.16795000000000002,0.0105055,0.9500000000000004,0.3400000000000001,0.073,0.3400000000000001,0.073
0.168,0.010858,1.0000000000000002,0.3300000000000003,0.07200000000000001,0.3300000000000003,0.07200000000000001
0.16805,0.0111235,1.05,0.3300000000000003,0.06999999999999998,0.3300000000000003,0.06999999999999999
0.1681,0.011155499999999999,1.1500000000000001,0.3200000000000005,0.068,0.3200000000000005,0.068
