idx,x,y,line,s_mm,pmod,sigma,w,d,asym,pinned
137,5.0,4.5,45,455.0,0.662977617260154,0.00020296806455776897,0.0001642284393310547,6.371969223022459e-05,1.5363121032714892e-05,
138,0.0,4.5,45,460.0,0.7640030903408069,0.00021055727637624236,0.00016395978927612306,6.357263565063474e-05,5.861473083496006e-06,
140,5.0,4.6,46,465.0,0.662977617260154,0.00020296806455776897,0.00016423025131225585,6.372190475463865e-05,-1.5366744995117193e-05,
141,10.0,4.6,46,470.0,0.7640030903408069,0.00021055727637624236,0.00016395978927612306,6.357475280761719e-05,-5.861473083496006e-06,
143,5.0,4.7,47,475.0,0.662977617260154,0.00020296806455776897,0.00016423263549804692,6.372190475463865e-05,1.5366935729980427e-05,
144,0.0,4.7,47,480.0,0.7640030903408069,0.00021055727637624236,0.00016396188735961917,6.35762596130371e-05,5.861663818359456e-06,
146,5.0,4.8,48,485.0,0.662977617260154,0.00020296806455776897,0.00016423387527465826,6.37240982055664e-05,-1.536941528320311e-05,
147,10.0,4.8,48,490.0,0.7640030903408069,0.00021055727637624236,0.00016396293640136717,6.357685089111327e-05,-5.863761901855457e-06,
149,5.0,4.9,49,495.0,0.662977617260154,0.00020296806455776897,0.00016423635482788084,6.372631072998046e-05,1.536960601806656e-05,
150,0.0,4.9,49,500.0,0.7640030903408069,0.00021055727637624236,0.00016396293640136717,6.357837677001951e-05,5.863761901855457e-06,
152,5.0,5.0,50,505.0,0.662977617260154,0.00020296806455776897,0.00016423635482788084,6.372631072998046e-05,-1.536960601806656e-05,
153,10.0,5.0,50,510.0,0.7640030903408069,0.00021055727637624236,0.00016396293640136717,6.357896804809568e-05,-5.863761901855457e-06,
155,5.0,5.1,51,515.0,0.662977617260154,0.00020296806455776897,0.0001642386436462403,6.372852325439452e-05,1.5369987487793028e-05,
156,0.0,5.1,51,520.0,0.7640030903408069,0.00021055727637624236,0.00016396427154541024,6.357896804809568e-05,5.865478515624991e-06,
158,5.0,5.2,52,525.0,0.662977617260154,0.00020296806455776897,0.00016424007415771487,6.372852325439452e-05,-1.537227630615248e-05,
159,10.0,5.2,52,530.0,0.7640030903408069,0.00021055727637624236,0.0001639650821685791,6.358047485351562e-05,-5.8638572692872905e-06,
161,5.0,5.3,53,535.0,0.662977617260154,0.00020296806455776897,0.00016424007415771487,6.373071670532225e-05,1.537227630615248e-05,
162,0.0,5.3,53,540.0,0.7640030903408069,0.00021055727637624236,0.0001639650821685791,6.358047485351562e-05,5.8638572692872905e-06,
164,5.0,5.4,54,545.0,0.662977617260154,0.00020296806455776897,0.0001642413139343261,6.373071670532225e-05,-1.5374755859374947e-05,
