idx,x,y,line,s_mm,pmod,sigma,w,d,asym,clipped
66,0.0,2.1,21,220.0,1.0,0.0002,0.00017628850936889648,8.982789993286131e-05,6.713104248046815e-06,
68,5.0,2.2,22,225.0,1.0,0.0002,0.0001881667137145996,9.939883232116698e-05,-1.5744209289550795e-05,
69,10.0,2.2,22,230.0,1.0,0.0002,0.0001763230323791503,8.99287414550781e-05,-6.737899780273442e-06,
71,5.0,2.3,23,235.0,1.0,0.0002,0.00018822255134582516,9.951079368591308e-05,1.5787029266357312e-05,
72,0.0,2.3,23,240.0,1.0,0.0002,0.00017635412216186524,9.001821517944336e-05,6.757354736328233e-06,
74,5.0,2.4,24,245.0,1.0,0.0002,0.00018827123641967773,9.961124420166016e-05,-1.582374572753906e-05,
75,10.0,2.4,24,250.0,1.0,0.0002,0.0001763806819915771,9.009401321411132e-05,-6.77595138549804e-06,
77,5.0,2.5,25,255.0,1.0,0.0002,0.00018831353187561035,9.969425201416016e-05,1.5856456756591824e-05,
78,0.0,2.5,25,260.0,1.0,0.0002,0.00017640371322631828,9.016071319580077e-05,6.79264068603508e-06,
80,5.0,2.6,26,265.0,1.0,0.0002,0.00018835124969482418,9.976978302001952e-05,-1.588497161865237e-05,
81,10.0,2.6,26,270.0,1.0,0.0002,0.00017642345428466792,9.021830558776856e-05,-6.805801391601652e-06,
83,5.0,2.7,27,275.0,1.0,0.0002,0.00018838286399841314,9.983454704284668e-05,1.590909957885746e-05,
84,0.0,2.7,27,280.0,1.0,0.0002,0.00017644114494323737,9.026699066162107e-05,6.818294525146474e-06,
86,5.0,2.8,28,285.0,1.0,0.0002,0.0001884119510650635,9.98920726776123e-05,-1.5931224822997954e-05,
87,10.0,2.8,28,290.0,1.0,0.0002,0.00017645645141601554,9.031231880187989e-05,-6.828880310058528e-06,
89,5.0,2.9,29,295.0,1.0,0.0002,0.000188436222076416,9.99423885345459e-05,1.595001220703121e-05,
90,0.0,2.9,29,300.0,1.0,0.0002,0.00017646985054016104,9.034891128540038e-05,6.8379402160644986e-06,
92,5.0,3.0,30,305.0,1.0,0.0002,0.00018845791816711423,9.998559951782227e-05,-1.59668922424317e-05,
93,10.0,3.0,30,310.0,1.0,0.0002,0.00017648119926452635,9.03820514678955e-05,-6.845760345459018e-06,
95,5.0,3.1,31,315.0,1.0,0.0002,0.0001884763240814209,0.00010002200126647947,1.5980434417724523e-05,
96,0.0,3.1,31,320.0,1.0,0.0002,0.0001764916896820069,9.041236877441406e-05,6.8537712097167715e-06,
98,5.0,3.2,32,325.0,1.0,0.0002,0.00018849315643310537,0.00010005857467651366,-1.5993881225585945e-05,
99,10.0,3.2,32,330.0,1.0,0.0002,0.0001765005111694335,9.04366111755371e-05,-6.859779357910141e-06,
101,5.0,3.3,33,335.0,1.0,0.0002,0.00018850798606872556,0.00010008784294128416,1.6004467010498217e-05,
102,0.0,3.3,33,340.0,1.0,0.0002,0.00017650899887084956,9.045813560485839e-05,6.865119934081976e-06,
104,5.0,3.4,34,345.0,1.0,0.0002,0.00018852119445800784,0.00010011357307434081,-1.6015052795410054e-05,
105,10.0,3.4,34,350.0,1.0,0.0002,0.00017651519775390627,9.047906875610351e-05,-6.869506835937428e-06,
107,5.0,3.5,35,355.0,1.0,0.0002,0.00018853220939636227,0.00010013552665710449,1.6023159027099424e-05,
108,0.0,3.5,35,360.0,1.0,0.0002,0.0001765220642089844,9.049453735351562e-05,6.874847412109263e-06,
110,5.0,3.6,36,365.0,1.0,0.0002,0.0001885421276092529,0.00010015741348266602,-1.6030406951904243e-05,
111,10.0,3.6,36,370.0,1.0,0.0002,0.00017652707099914547,9.050941467285157e-05,-6.878376007080165e-06,
113,5.0,3.7,37,375.0,1.0,0.0002,0.00018855142593383791,0.00010017214775085448,1.6038322448730597e-05,
114,0.0,3.7,37,380.0,1.0,0.0002,0.00017653169631958007,9.052455902099608e-05,6.881141662597699e-06,
116,5.0,3.8,38,385.0,1.0,0.0002,0.00018855886459350586,0.00010019048690795897,-1.6043663024902215e-05,
117,10.0,3.8,38,390.0,1.0,0.0002,0.00017653584480285648,9.053365707397461e-05,-6.88295364379885e-06,
119,5.0,3.9,39,395.0,1.0,0.0002,0.000188565731048584,0.00010020500183105467,1.604995727539065e-05,
