Mode	X(mm)	Y(mm)	Z(mm)	Pmod	Vel/Time
1	0.000000	0.000000	0	0	0
0	1.0	0.0	0	1.0	3.0	0.9999999999999999
0	2.0	0.0	0	1.0	3.0	0.9999999999999999
0	3.0	0.0	0	1.0	3.0	0.9999999999999999
0	4.0	0.0	0	1.0	3.0	0.9999999999999999
0	5.0	0.0	0	1.0	3.0	0.9999999999999999
0	6.0	0.0	0	1.0	3.0	0.9999999999999999
0	7.0	0.0	0	1.0	3.0	0.9999999999999999
0	8.0	0.0	0	1.0	3.0	0.9999999999999999
0	9.0	0.0	0	1.0	3.0	0.9999999999999999
0	10.0	0.0	0	1.0	3.0	0.9999999999999999
0	9.942265	0.1	0	1.0	3.0	0.9999999999999999
0	8.953812000000001	0.1	0	0.27147155668228945	1.4437341803488366	1.464038955876025
0	7.965359	0.1	0	0.41059793365039265	1.6095643237337933	1.1433228446616361
0	6.9769060000000005	0.1	0	0.5032592491763302	1.8591175496112395	1.1060340760974128
0	5.988453	0.1	0	0.578911326814389	2.067144035688266	1.0818285304751878
0	5.0	0.1	0	0.578911326814389	2.067144035688266	1.0818285304751878
0	4.011547	0.1	0	0.653249852011246	2.206397981901521	1.0574959833175102
0	3.0230940000000004	0.1	0	0.653249852011246	2.206397981901521	1.0574959833175102
0	2.034640999999999	0.1	0	0.653249852011246	2.206397981901521	1.0574959833175102
0	1.046187999999999	0.1	0	0.653249852011246	2.206397981901521	1.0574959833175102
0	0.057734999999999204	0.1	0	0.653249852011246	2.206397981901521	1.0574959833175102
0	0.11547	0.2	0	0.653249852011246	2.206397981901521	1.0574959833175102
0	1.092376	0.2	0	0.282169452938805	1.6081688269744114	1.2547455008618806
0	2.0692820000000003	0.2	0	0.45958060249475496	2.030283599863817	1.1144298417315512
0	3.046188	0.2	0	0.5406458376921089	2.198456143133165	1.083099751905072
0	4.023094	0.2	0	0.6037404184661329	2.333802396605771	1.060016880977033
0	5.0	0.2	0	0.6037404184661329	2.333802396605771	1.060016880977033
0	5.976906	0.2	0	0.6680222786180983	2.431245711169658	1.047332689002387
0	6.953811999999999	0.2	0	0.6680222786180983	2.431245711169658	1.047332689002387
0	7.930718000000001	0.2	0	0.6680222786180983	2.431245711169658	1.047332689002387
0	8.907624	0.2	0	0.7261601305498301	2.5018784609157305	1.0382751975927933
0	9.88453	0.2	0	0.7261601305498301	2.5018784609157305	1.0382751975927933
0	9.826795	0.3	0	0.7261601305498301	2.5018784609157305	1.0382751975927933
0	8.861436000000001	0.3	0	0.2646382025902988	1.8075890485896755	1.4178748474104976
0	7.896077	0.3	0	0.40791911265409553	1.931145920044104	1.1224197101990434
0	6.930718000000001	0.3	0	0.49745145508981314	2.117843262997183	1.0834209784101958
0	5.965358999999999	0.3	0	0.5639799781338428	2.2819433754493046	1.067834251214739
0	5.0	0.3	0	0.5639799781338428	2.2819433754493046	1.067834251214739
0	4.034641	0.3	0	0.6302621909214652	2.3885128521614893	1.0477667694613377
0	3.0692820000000003	0.3	0	0.6302621909214652	2.3885128521614893	1.0477667694613377
0	2.103922999999999	0.3	0	0.6302621909214652	2.3885128521614893	1.0477667694613377
0	1.1385639999999988	0.3	0	0.6904411395797955	2.474185446032764	1.0413448303065875
0	0.1732049999999994	0.3	0	0.6904411395797955	2.474185446032764	1.0413448303065875
0	0.23094	0.4	0	0.6904411395797955	2.474185446032764	1.0413448303065875
0	1.184752	0.4	0	0.25574120856969257	1.8288652771866398	1.3975229877031692
0	2.138564	0.4	0	0.4035799438910377	1.9754689250931161	1.1131320578925012
0	3.092376	0.4	0	0.4909842472973396	2.154861521742575	1.0764873549864238
0	4.046188	0.4	0	0.5550374974666178	2.3145074831953485	1.06484277264734
0	5.0	0.4	0	0.5550374974666178	2.3145074831953485	1.06484277264734
