t,volume,length,width,depth
0.0,0.0,0.0,0.0,0.0
5e-05,0.0015104,0.3,0.30200000000000005,0.032
0.0001,0.004902750000000001,0.55,0.314,0.057
0.00015000000000000001,0.004714650000000001,0.55,0.314,0.057
0.0002,0.0065412000000000005,0.65,0.324,0.064
0.00025,0.011145050000000002,1.15,0.32,0.073
0.00030000000000000003,0.01039075,1.15,0.312,0.073
0.00035,0.011399900000000001,1.3,0.318,0.075
0.0004,0.012107050000000001,1.4,0.318,0.076
0.00045000000000000004,0.012564400000000002,1.55,0.318,0.077
0.0005,0.0128225,1.7,0.318,0.076
0.00055,0.015365900000000002,2.0000000000000004,0.318,0.075
0.0006000000000000001,0.015888000000000003,2.1,0.318,0.073
0.0006500000000000001,0.014212750000000001,2.1,0.318,0.06999999999999998
0.0007,0.014489600000000002,2.25,0.318,0.066
0.00075,0.01463615,2.35,0.318,0.063
0.0008,0.014636600000000001,2.5,0.318,0.063
0.0008500000000000001,0.0145707,2.5999999999999996,0.318,0.063
0.0009000000000000001,0.014455750000000002,2.7499999999999996,0.318,0.063
0.00095,0.014485050000000001,2.85,0.318,0.063
0.001,0.0165314,2.15,0.318,0.063
0.0010500000000000002,0.014493700000000002,2.0,0.318,0.063
0.0011,0.014493700000000002,2.0,0.318,0.063
0.00115,0.016531200000000003,2.1500000000000004,0.318,0.063
0.0012000000000000001,0.014493700000000002,2.0,0.318,0.063
0.00125,0.016531200000000003,2.1500000000000004,0.318,0.063
0.0013000000000000002,0.014493700000000002,2.0000000000000004,0.318,0.063
0.00135,0.014493700000000002,2.0,0.318,0.063
0.0014,0.016531200000000003,2.15,0.318,0.063
0.0014500000000000001,0.014493700000000002,1.9999999999999996,0.318,0.063
0.0015,0.016531200000000003,2.1499999999999995,0.318,0.063
0.0015500000000000002,0.014493700000000002,1.9999999999999996,0.318,0.063
0.0016,0.014493700000000002,1.9999999999999996,0.318,0.063
0.00165,0.014493700000000002,2.0,0.318,0.063
0.0017000000000000001,0.014493700000000002,1.9999999999999996,0.318,0.063
0.00175,0.014493700000000002,2.0,0.318,0.063
0.0018000000000000002,0.014493700000000002,1.9999999999999996,0.318,0.063
0.00185,0.014493700000000002,2.0,0.318,0.063
0.0019,0.016531200000000003,2.1500000000000004,0.318,0.063
0.0019500000000000001,0.014493700000000002,2.0,0.318,0.063
0.002,0.014493700000000002,2.0,0.318,0.063
0.00205,0.016531200000000003,2.1500000000000004,0.318,0.063
0.0021000000000000003,0.014493700000000002,2.000000000000001,0.318,0.063
0.00215,0.014493700000000002,2.0,0.318,0.063
0.0022,0.016531200000000003,2.1499999999999995,0.318,0.063
0.0022500000000000003,0.014493700000000002,2.0,0.318,0.063
0.0023,0.014493700000000002,2.0,0.318,0.063
0.00235,0.016531200000000003,2.1500000000000004,0.318,0.063
0.0024000000000000002,0.016531200000000003,2.1499999999999995,0.318,0.063
0.00245,0.014493700000000002,2.0,0.318,0.063
0.0025,0.014493700000000002,2.0,0.318,0.063
0.00255,0.016531200000000003,2.1500000000000012,0.318,0.063
0.0026000000000000003,0.014493700000000002,2.000000000000001,0.318,0.063
0.00265,0.014493700000000002,2.000000000000001,0.318,0.063
0.0027,0.016531200000000003,2.1500000000000004,0.318,0.063
0.0027500000000000003,0.014493700000000002,2.0,0.318,0.063
0.0028,0.014493700000000002,2.000000000000001,0.318,0.063
0.00285,0.016531200000000003,2.1499999999999995,0.318,0.063
0.0029000000000000002,0.016531200000000003,2.1500000000000004,0.318,0.063
0.00295,0.014493700000000002,1.9999999999999991,0.318,0.063
0.003,0.014493700000000002,2.0,0.318,0.063
0.00305,0.016531200000000003,2.1499999999999986,0.318,0.063
0.0031000000000000003,0.014493700000000002,1.9999999999999982,0.318,0.063
0.00315,0.014493700000000002,2.000000000000001,0.318,0.063
0.0032,0.014493700000000002,2.0,0.318,0.063
0.0032500000000000003,0.014498150000000001,2.0,0.318,0.063
0.0033,0.014444600000000002,1.950000000000001,0.334,0.063
0.00335,0.013728200000000001,1.799999999999999,0.344,0.063
0.0034000000000000002,0.013012600000000001,1.6500000000000004,0.32499999999999996,0.063
0.0034500000000000004,0.013131650000000002,1.450000000000001,0.328,0.06899999999999999
0.0035,0.014697000000000002,1.3000000000000007,0.32,0.073
0.00355,0.01723925,1.3500000000000014,0.34400000000000003,0.076
0.0036000000000000003,0.0200368,1.5500000000000007,0.33999999999999997,0.078
0.00365,0.0224413,1.75,0.33599999999999997,0.078
0.0037,0.024235500000000004,1.9000000000000021,0.334,0.078
0.0037500000000000003,0.025689250000000004,2.0,0.327,0.077
0.0038,0.027000850000000003,2.2,0.326,0.075
0.00385,0.03237015,2.75,0.324,0.083
0.0039000000000000003,0.0299961,2.75,0.321,0.083
0.00395,0.030526650000000002,2.950000000000001,0.321,0.085
0.004,0.03285545,3.3000000000000016,0.319,0.087
0.00405,0.029351650000000003,3.3000000000000016,0.319,0.087
0.0041,0.027899800000000002,3.4000000000000004,0.318,0.087
0.00415,0.029210250000000004,3.8500000000000005,0.322,0.087
0.004200000000000001,0.02533635,3.8,0.321,0.086
0.00425,0.0247026,3.3,0.312,0.08399999999999999
0.0043,0.0264425,3.3500000000000005,0.317,0.082
0.004350000000000001,0.0235525,3.2,0.316,0.079
0.0044,0.022928450000000003,3.1999999999999993,0.316,0.075
0.00445,0.02581465,3.6500000000000012,0.319,0.074
0.0045000000000000005,0.022599300000000003,3.6000000000000005,0.314,0.074
0.00455,0.02196065,3.75,0.318,0.076
0.0046,0.023244400000000002,3.999999999999999,0.316,0.078
0.0046500000000000005,0.0198581,3.95,0.316,0.078
0.0047,0.019306100000000003,4.1499999999999995,0.319,0.078
0.00475,0.0219617,3.0999999999999996,0.32,0.077
0.0048000000000000004,0.019162650000000003,3.0500000000000007,0.317,0.075
0.00485,0.021259550000000002,3.25,0.317,0.075
0.0049,0.019052200000000002,2.5,0.317,0.075
0.00495,0.019077100000000003,2.7,0.321,0.075
0.005,0.021948250000000002,3.1,0.321,0.074
0.005050000000000001,0.019163350000000003,3.0499999999999994,0.321,0.07200000000000001
0.0051,0.01855535,3.1999999999999993,0.33,0.073
0.00515,0.020360100000000003,3.4,0.332,0.074
0.005200000000000001,0.01798645,3.35,0.332,0.074
0.00525,0.0180458,2.6999999999999993,0.32,0.073
0.0053,0.020620600000000003,3.0500000000000007,0.326,0.07100000000000001
0.005350000000000001,0.017892900000000003,3.0500000000000007,0.326,0.06999999999999998
0.0054,0.0176654,3.1,0.33,0.07100000000000001
0.00545,0.019914300000000003,2.6,0.331,0.07200000000000001
0.0055000000000000005,0.017557600000000003,2.55,0.329,0.07100000000000001
0.00555,0.017668700000000002,2.8,0.321,0.06899999999999999
0.0056,0.020085150000000003,3.1,0.324,0.06999999999999998
0.0056500000000000005,0.01771435,3.0,0.324,0.06999999999999998
0.0057,0.019490550000000002,2.4999999999999996,0.328,0.07100000000000001
0.00575,0.019222000000000003,2.6,0.328,0.06999999999999998
0.0058000000000000005,0.0167569,2.6,0.325,0.06899999999999999
0.00585,0.019141000000000002,2.95,0.321,0.067
0.0059,0.016658350000000002,2.85,0.308,0.067
0.00595,0.014877300000000001,2.05,0.264,0.068
0.006,0.0123756,1.95,0.241,0.068
0.006050000000000001,0.009986600000000002,1.9,0.22300000000000003,0.068
0.0061,0.00782145,1.8,0.20900000000000002,0.066
0.00615,0.005996550000000001,1.75,0.194,0.064
0.006200000000000001,0.00447275,0.9,0.178,0.060000000000000005
0.00625,0.0029579500000000004,0.85,0.159,0.055
0.0063,0.0015352000000000002,0.75,0.13799999999999998,0.049
0.006350000000000001,0.00043400000000000003,0.6499999999999999,0.112,0.041
0.0064,0.0,0.35000000000000003,0.07799999999999999,0.029
0.00645,0.0,0.0,0.0,0.0
0.006500000000000001,0.0,0.0,0.0,0.0
