idx,x,y,line,s_mm,pmod,sigma,w,d,asym,pinned
176,3.752777,6.5,65,412.316736,0.6484829723037306,0.000210347392371294,0.00016386308670043935,6.346961975097656e-05,1.9156074523925867e-05,
178,6.189488,6.6,66,414.695712,0.6484829723037306,0.000210347392371294,0.00016404266357421867,6.36564826965332e-05,-1.9546890258789057e-05,
180,3.868247,6.7,67,416.959218,0.6484829723037306,0.000210347392371294,0.00016426372528076166,6.389533996582029e-05,1.999282836914057e-05,
182,6.074018,6.8,68,419.107254,0.6383929359052554,0.00021061016265022786,0.0001637248992919923,6.336725234985352e-05,-2.0703124999999888e-05,
184,3.983717,6.9,69,421.13982,0.6383929359052554,0.00021061016265022786,0.00016386957168579102,6.346651077270506e-05,2.1125602722168058e-05,
186,5.958548,7.0,70,423.056916,0.6383929359052554,0.00021061016265022786,0.00016407194137573237,6.367559432983398e-05,-2.1589088439941378e-05,
188,4.099187,7.1,71,424.858542,0.6383929359052554,0.00021061016265022786,0.00016432371139526373,6.39446449279785e-05,2.2114372253417922e-05,
190,5.843078,7.2,72,426.544698,0.627375534091623,0.0002108455297266484,0.00016370878219604474,6.33645248413086e-05,-2.29700088500975e-05,
192,4.214657,7.3,73,428.115384,0.627375534091623,0.0002108455297266484,0.00016386833190917957,6.344787597656248e-05,2.3465347290039032e-05,
194,5.727608,7.4,74,429.5706,0.627375534091623,0.0002108455297266484,0.00016409978866577138,6.363975524902341e-05,-2.401447296142582e-05,
196,4.330127,7.5,75,430.910346,0.627375534091623,0.0002108455297266484,0.00016438846588134773,6.383790969848632e-05,2.4640274047851938e-05,
198,5.612138,7.6,76,432.134622,0.627375534091623,0.0002108455297266484,0.00016471195220947262,6.391445159912109e-05,-2.5317001342773076e-05,
200,4.445597,7.7,77,433.243428,0.627375534091623,0.0002108455297266484,0.00016506519317626952,6.380567550659177e-05,2.60437011718748e-05,
202,5.496668,7.8,78,434.236764,0.627375534091623,0.0002108455297266484,0.00016544113159179703,6.327861785888672e-05,-2.6820755004882714e-05,
204,4.561067,7.9,79,435.11463,0.631391056214595,0.00020565331376029127,0.00016368827819824216,6.329505920410155e-05,2.7534103393555068e-05,
206,5.381198,8.0,80,435.877026,0.6520475093428403,0.00020149718400577015,0.00016382560729980488,6.325271606445312e-05,-2.7947235107421767e-05,
208,4.676537,8.1,81,436.523952,0.6869380146383266,0.00019480290089344697,0.00016375951766967782,6.319089889526367e-05,2.830066680908211e-05,
210,5.265728,8.2,82,437.055408,0.7613154167810867,0.00018360619022424988,0.0001633111000061034,6.331296920776365e-05,-2.835750579833953e-05,
212,4.792007,8.3,83,437.471394,0.9091240656910275,0.00017022735524995587,0.00016353960037231445,6.321765899658201e-05,2.9025459289550633e-05,
214,5.150258,8.4,84,437.77191,1.3450196261812466,0.00014938790874011846,0.0001633413314819335,6.305404663085935e-05,-2.9291534423827974e-05,
216,4.907477,8.5,85,437.956956,2.861696100716486,0.00012355949507210137,0.00016253070831298826,6.194265365600584e-05,2.8988265991211452e-05,
218,5.034788,8.6,86,438.026532,3.0,0.00010605169839948179,0.00015734148025512698,4.277290344238281e-05,-3.7013435363769144e-05,Phi
